"EVA_NR";"DS100";"IFOPT";"db_name";"traffic";"operator_name";"operator_nr";"status";"distance";"formatted";"lat";"lon";"housenumber";"name";"street";"postcode";"district";"suburb";"county";"state";"state_code";"city";"country";"country_code";"attribution";"attribution_license";"attribution_url"
8003751;"FLOR";"de:06439:11036";"Lorch(Rhein)";"nur DPN";"DB Station und Service AG";3780;;4.372118050119518;"Lorch (Rhein), Binger Weg, 65391 Lorch, Germany";50.040243649999994;7.8131671975552;;"Lorch (Rhein)";"Binger Weg";65391;"Lorch (Rhein)";;"Rheingau-Taunus-Kreis";"Hesse";;"Lorch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003752;"TLO";"de:08136:7005";"Lorch(Württ)";"RV";"DB Station und Service AG";3781;;6.519849779873654;"Lorch (Württ), 73547 Lorch, Germany";48.797907;9.69585;;"Lorch (Württ)";;73547;"Lorch";;"Ostalbkreis";"Baden-Württemberg";"BW";"Lorch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003753;"FLON";"de:06439:11037";"Lorchhausen";"nur DPN";"DB Station und Service AG";3782;;2.289126678894073;"Lorchhausen, B 42, 65391 Lorch, Germany";50.05451185;7.780633344298561;;"Lorchhausen";"B 42";65391;;;"Rheingau-Taunus-Kreis";"Hesse";;"Lorch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003754;"FLB";"de:06436:4101";"Lorsbach";"RV";"DB Station und Service AG";3785;;29.437867078580513;"Am Bahnhof 4, 65719 Hofheim am Taunus, Germany";50.114958;8.423252;"4";;"Am Bahnhof";65719;"Hofheim am Taunus";;"Main-Taunus-Kreis";"Hesse";;"Hofheim am Taunus";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003755;"FLO";"de:06431:2005";"Lorsch";"RV";"DB Station und Service AG";3786;;4.54879682928435;"Lindenstraße, 64653 Lorsch, Germany";49.6591266;8.566638625335798;;"Lorsch";"Lindenstraße";64653;"Viehweide";;"Kreis Bergstraße";"Hesse";;"Lorsch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003758;"RLOS";"de:08237:9602";"Loßburg-Rodt";"nur DPN";"DB Station und Service AG";3790;;24.831079116976422;"Bahnhofstraße 34, 72290 Loßburg, Germany";48.41803;8.452853;"34";;"Bahnhofstraße";72290;"Loßburg";;"Freudenstadt";"Baden-Württemberg";"BW";"Loßburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003759;"RLSM";"de:07314:2019";"Ludwigshafen(Rhein) Mitte";"RV";"DB Station und Service AG";7385;;2.2846942539274484;"Ludwigshafen(Rhein) Mitte, Bismarckstraße, 67059 Ludwigshafen am Rhein, Germany";49.478967749999995;8.451957828703692;;"Ludwigshafen(Rhein) Mitte";"Bismarckstraße";67059;;"Mitte";;"Rhineland-Palatinate";;"Ludwigshafen am Rhein";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003760;"HLOX";"de:03352:56855";"Loxstedt";"nur DPN";"DB Station und Service AG";3799;;0;"Rudolf-Diesel-Straße, 27612 Loxstedt, Germany";53.4751713;8.653789221535934;;"Loxstedt";"Rudolf-Diesel-Straße";27612;;"Loxstedt";"Landkreis Cuxhaven";"Lower Saxony";;"Loxstedt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003762;"NLHM";"de:09574:7250";"Ludersheim";"RV";"DB Station und Service AG";3831;;1.2067894873863925;"Ludersheim, An der Ziegelei, 90518 Altdorf bei Nürnberg, Germany";49.3921358;11.324197358221195;;"Ludersheim";"An der Ziegelei";90518;;;"Nürnberger Land";"Bavaria";;"Altdorf bei Nürnberg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003763;"NLS";"de:09477:75004";"Ludwigschorgast";"RV";"DB Station und Service AG";3834;;17.417311020600483;"Am Bahnhof 8, 95364 Ludwigschorgast, Germany";50.1218401;11.557128198872233;"8";;"Am Bahnhof";95364;"Untersteinach";;"Landkreis Kulmbach";"Bavaria";;"Ludwigschorgast";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003764;"RLU";"de:08335:6557";"Ludwigshafen(Bodensee)";"RV";"DB Station und Service AG";3836;;1.050693975362454;"Ludwigshafen (Bodensee), Bahnhofstraße 3, 78351 Ludwigshafen, Germany";47.8156944;9.053253249454713;"3";"Ludwigshafen (Bodensee)";"Bahnhofstraße";78351;"Stockach";;"Landkreis Konstanz";"Baden-Württemberg";"BW";"Ludwigshafen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003765;"RLUM";"de:07314:2127";"Ludwigshafen-Mundenheim";"RV";"DB Station und Service AG";3838;;3.196725095823448;"Ludwigshafen-Mundenheim, Horstackerstraße, 67065 Ludwigshafen am Rhein, Germany";49.46038315;8.420039240552985;;"Ludwigshafen-Mundenheim";"Horstackerstraße";67065;;"Ludwigshafen-Mundenheim";;"Rhineland-Palatinate";;"Ludwigshafen am Rhein";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003766;"RLO";"de:07314:2148";"Ludwigshafen-Oggersheim";"RV";"DB Station und Service AG";3839;;3.5727840050117035;"Ludwigshafen-Oggersheim, Prälat-Caire-Straße, 67071 Ludwigshafen am Rhein, Germany";49.49311555;8.381558768460987;;"Ludwigshafen-Oggersheim";"Prälat-Caire-Straße";67071;;"Ludwigshafen-Oggersheim";;"Rhineland-Palatinate";;"Ludwigshafen am Rhein";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003767;"RLUR";"de:07314:2189";"Ludwigshafen-Rheingönheim";"RV";"DB Station und Service AG";3840;;3.6718178904237324;"Ludwigshafen-Rheingönheim, Limburgerhofweg, 67065 Ludwigshafen am Rhein, Germany";49.446735700000005;8.409000292761434;;"Ludwigshafen-Rheingönheim";"Limburgerhofweg";67065;;"Ludwigshafen-Rheingönheim";;"Rhineland-Palatinate";;"Ludwigshafen am Rhein";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003768;"NLUD";"de:09574:7740";"Ludwigshöhe";"RV";"DB Station und Service AG";3841;;0.44054860585548905;"Ludwigshöhe, Bayernstraße, 90607 Rückersdorf, Germany";49.49932855;11.248366739441224;;"Ludwigshöhe";"Bayernstraße";90607;;"Ludwigshöhe";"Nürnberger Land";"Bavaria";;"Rückersdorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003770;"NLUS";"de:09476:15530";"Ludwigsstadt";"RV";"DB Station und Service AG";3844;;85.06115051305022;"Bahnhofstraße 13 A, 96337 Ludwigsstadt, Germany";50.486566;11.384191;"13 A";;"Bahnhofstraße";96337;"Ludwigsstadt";;"Kronach";"Bavaria";;"Ludwigsstadt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003771;"NLT";"de:09276:80783";"Ludwigsthal";"nur DPN";"DB Station und Service AG";3845;;55.94342250882488;"Alte Böhmerstraße 32, 94227 Lindberg, Germany";49.059388;13.237118;"32";;"Alte Böhmerstraße";94227;"Lindberg";;"Regen";"Bavaria";;"Lindberg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003772;"HLBB";"de:05770:1850";"Lübbecke(Westf)";"nur DPN";"DB Station und Service AG";3801;;3.579699553000002;"Lübbecke (Westf), Am Bahnhof, 32312 Lübbecke, Germany";52.306371;8.6057511;;"Lübbecke (Westf)";"Am Bahnhof";32312;;"Obernfelde";"Kreis Minden-Lübbecke";"North Rhine-Westphalia";;"Lübbecke";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003773;"HLBR";"de:03356:57655";"Lübberstedt";"nur DPN";"DB Station und Service AG";3806;;55.86353210548049;"Bahnhofstraße 33, 27729 Lübberstedt, Germany";53.342869;8.785297;"33";"Lübberstedt";"Bahnhofstraße";27729;"Hambergen";;"Osterholz";"Lower Saxony";;"Lübberstedt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003774;"ALSJ";"de:01003:58008";"Lübeck St Jürgen";"RV";"DB Station und Service AG";2596;;0.1719913168535358;"Lübeck St Jürgen, 23562 Lübeck, Germany";53.84232;10.70294;;"Lübeck St Jürgen";;23562;"Lübeck";;"Lübeck";"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8003776;"ALKR";"de:01003:58094";"Lübeck-Kücknitz";"RV";"DB Station und Service AG";3810;;112.23354768243973;"Hohenstern 3, 23569 Lübeck, Germany";53.925863;10.819628;"3";;"Hohenstern";23569;"Lübeck";;"Lübeck";"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003777;"ALTH";"de:01003:58098";"Lübeck-Travemünde Hafen";"RV";"DB Station und Service AG";3812;;7.464662068848902;"Lübeck-Travemünde Hafen, Vogteistraße, 23570 Lübeck, Germany";53.9587288;10.8654851;;"Lübeck-Travemünde Hafen";"Vogteistraße";23570;"Travemünde";"Alt-Travemünde / Rönnau";"Lübeck";"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003778;"ALTS";"de:01003:58104";"Lübeck-Travemünde Strand";"RV";"DB Station und Service AG";3814;;3.4296198476367437;"Lübeck-Travemünde Strand, Fehlingstraße, 23570 Lübeck, Germany";53.9647703;10.8756354;;"Lübeck-Travemünde Strand";"Fehlingstraße";23570;"Travemünde";"Alt-Travemünde / Rönnau";;"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003781;"ALB";"de:01003:57774";"Lübeck Flughafen";"RV";"DB Station und Service AG";3808;;7.770947257337837;"Lübeck Flughafen (Airport), 23560 Lübeck, Germany";53.804529;10.697304;;"Lübeck Flughafen (Airport)";;23560;"Lübeck";;"Lübeck";"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003782;"ELS";"de:05962:6";"Lüdenscheid";"RV";"DB Station und Service AG";3828;;3.7964602776557936;"Bahnhofsallee, 58507 Lüdenscheid, Germany";51.220534900000004;7.628908907133326;;"Lüdenscheid";"Bahnhofsallee";58507;;"Knapp";"Märkischer Kreis";"North Rhine-Westphalia";;"Lüdenscheid";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003783;"ELDH";"de:05558:15617";"Lüdinghausen";"RV";"DB Station und Service AG";3832;;0;"Industriestraße, 59348 Lüdinghausen, Germany";51.76273855;7.431082299799295;;"Lüdinghausen";"Industriestraße";59348;;;"Kreis Coesfeld";"North Rhine-Westphalia";;"Lüdinghausen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003784;"HLUE";"de:05766:2354";"Lügde";"RV";"DB Station und Service AG";3847;;3.4879991901956697;"Am Kirchberg, 32676 Lügde, Germany";51.9585971;9.250562730602088;;"Lügde";"Am Kirchberg";32676;;;"Kreis Lippe";"North Rhine-Westphalia";;"Lügde";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003785;"ALHS";"de:01003:57832";"Lübeck Hochschulstadtteil";"RV";"DB Station und Service AG";8266;;108.45487733672984;"Paul-Ehrlich-Straße 2, 23562 Lübeck, Germany";53.830484;10.690322;"2";;"Paul-Ehrlich-Straße";23562;"Lübeck";;"Lübeck";"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003786;"ALD A";"de:01003:58093";"Lübeck-Dänischburg IKEA";"RV";"DB Station und Service AG";8300;;49.58599348900487;"IKEA, Dänischburger Landstraße 79, 23569 Lübeck, Germany";53.9122234;10.736093877995849;"79";"IKEA";"Dänischburger Landstraße";23569;"Kücknitz";"Dänischburg / Siems / Rangenberg / Wallberg";;"Schleswig-Holstein";"SH";"Lübeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003788;"ELRN";"de:05978:11217";"Lünern";"nur DPN";"DB Station und Service AG";3857;;6.066237986456562;"Lünerner Bahnhofstraße, 59427 Unna, Germany";51.5433921;7.7608512;;"Lünern";"Lünerner Bahnhofstraße";59427;"Unna";"Lünern";"Kreis Unna";"North Rhine-Westphalia";;"Unna";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003790;"FLUE";"de:06631:11067";"Lütter";"nur DPN";"DB Station und Service AG";3870;;1.7530808366671107;"Strehlhofweg, 36124 Lütter, Germany";50.4808943;9.7655591;;"Lütter";"Strehlhofweg";36124;"Eichenzell";;"Landkreis Fulda";"Hesse";;"Lütter";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003791;"ELUZ";"de:05970:10893";"Lützel";"nur DPN";"DB Station und Service AG";3872;;5.782144172556883;"Lützel, 57271 Hilchenbach, Germany";50.967097;8.174364;;"Lützel";;57271;"Hilchenbach";;"Siegen-Wittgenstein";"North Rhine-Westphalia";;"Hilchenbach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003792;"RLUE";"de:08226:4081";"Weinheim-Lützelsachsen";"RV";"DB Station und Service AG";3873;;0.5606405952788438;"Weinheim-Lützelsachsen, 69469 Weinheim, Germany";49.52739;8.6495;;"Weinheim-Lützelsachsen";;69469;"Weinheim";;"Rhein-Neckar-Kreis";"Baden-Württemberg";"BW";"Weinheim";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8003794;"NLU";"de:09374:80494";"Luhe";"nur DPN";"DB Station und Service AG";3848;;235.74321039647012;"FC Luhe - Markt e.V, Neudorfer Straße 29, 92706 Luhe-Wildenau, Germany";49.58095;12.142321;"29";"FC Luhe - Markt e.V";"Neudorfer Straße";92706;"Luhe-Wildenau";;"Neustadt an der Waldnaab";"Bavaria";;"Luhe-Wildenau";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003795;"NLW";"de:09374:80495";"Luhe-Wildenau";"nur DPN";"DB Station und Service AG";3849;;1.225267269420668;"Bahnhof Luhe-Wildenau, 92706 Luhe-Wildenau, Germany";49.59872;12.12691;;"Bahnhof Luhe-Wildenau";;92706;"Luhe-Wildenau";;"Neustadt an der Waldnaab";"Bavaria";;"Luhe-Wildenau";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8003796;"SLU";"de:10041:8003796";"Luisenthal(Saar)";"RV";"DB Station und Service AG";3850;;4.726764847490707;"Luisenthal (Saar), Theodor-Körner-Straße, 66333 Völklingen, Germany";49.2496142;6.9041559;;"Luisenthal (Saar)";"Theodor-Körner-Straße";66333;"Völklingen";"Luisenthal";"Regionalverband Saarbrücken";"Saarland";"SL";"Völklingen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003798;"ALU";"de:01051:57124";"Lunden";"RV";"DB Station und Service AG";3854;;2.301685895135497;"Alte Ladestraße, 25774 Lunden, Germany";54.329939100000004;9.030809306691904;;"Lunden";"Alte Ladestraße";25774;;;"Dithmarschen";"Schleswig-Holstein";"SH";"Lunden";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003799;"HLUN";"de:03352:57131";"Lunestedt";"nur DPN";"DB Station und Service AG";3858;;6.858477090845859;"Lunestedt, Lower Saxony, Germany";53.439024;8.735109;;;;;"Beverstedt";;"Cuxhaven";"Lower Saxony";;"Lunestedt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003800;"HLTT";"de:03460:57169";"Lutten";"nur DPN";"DB Station und Service AG";8024;;5.5445395432760165;"Fa. Hagena, Visbeker Straße 13, 49424 Lutten, Germany";52.768262;8.343761991304273;"13";"Fa. Hagena";"Visbeker Straße";49424;"Höven";"Lutten";"Landkreis Vechta";"Lower Saxony";;"Lutten";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003804;"ELUT";"de:05558:35257";"Lutum";"RV";"DB Station und Service AG";3871;;15.595354831742108;"Lutum 15a, 48727 Billerbeck, Germany";51.982567;7.227173;"15a";;"Lutum";48727;"Billerbeck";;"Coesfeld";"North Rhine-Westphalia";;"Billerbeck";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003807;"TMAG";"de:08115:3196";"Magstadt";"RV";"DB Station und Service AG";7562;;3.679769571732759;"Hindenburgstraße, 71106 Magstadt, Germany";48.7361118;8.9654046;;"Magstadt";"Hindenburgstraße";71106;"Magstadt";"Gewerbegebiet Magstadt Süd";"Landkreis Böblingen";"Baden-Württemberg";"BW";"Magstadt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003808;"TMAI";"de:08115:3198";"Maichingen";"RV";"DB Station und Service AG";8110;;28.901535242854123;"Talstraße 51, 71069 Sindelfingen, Germany";48.722474;8.969592;"51";;"Talstraße";71069;"Sindelfingen";;"Böblingen";"Baden-Württemberg";"BW";"Sindelfingen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003809;"RMKI";"de:07337:8300";"Maikammer-Kirrweiler";"RV";"DB Station und Service AG";3893;;6.239471676007704;"Maikammer-Kirrweiler, Hauptstraße, 67489 Kirrweiler, Germany";49.3055327;8.1471307;;"Maikammer-Kirrweiler";"Hauptstraße";67489;"Maikammer";;"Landkreis Südliche Weinstraße";"Rhineland-Palatinate";;"Kirrweiler";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003810;"FMAS";"de:09671:99137";"Mainaschaff";"nur DPN";"DB Station und Service AG";3894;;9.141573575235965;"Goethestraße, 63814 Mainaschaff, Germany";49.9823989;9.0858665;;"Mainaschaff";"Goethestraße";63814;"Mainaschaff";;"Landkreis Aschaffenburg";"Bavaria";;"Mainaschaff";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003813;"NML";"de:09477:3660";"Mainleus";"RV";"DB Station und Service AG";3896;;0.18087045874892965;"95336 Mainleus, Germany";50.099813;11.379523;;;;95336;"Mainleus";;"Kulmbach";"Bavaria";;"Mainleus";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003814;"NMRH";"de:09478:27550";"Mainroth";"nur DPN";"DB Station und Service AG";3897;;0.6922929268099163;"96224 Burgkunstadt, Germany";50.1207092;11.3192743;;;;96224;;;"Landkreis Lichtenfels";"Bavaria";;"Burgkunstadt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003815;"FMN";"de:07315:32003";"Mainz Nord";"RV";"DB Station und Service AG";3899;;66.00727633197815;"Rheinallee 157, 55118 Mainz, Germany";50.019549;8.246398;"157";;"Rheinallee";55118;"Mainz";;"Mainz";"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003816;"FMS";"de:07315:8018";"Mainz Römisches Theater";"RV";"DB Station und Service AG";3900;;28.92705017522074;"Praxis für Neurologie u. Psychiatrie am Römischen Theater, Holzhofstraße 5, 55116 Mainz, Germany";49.993694;8.277757;"5";"Praxis für Neurologie u. Psychiatrie am Römischen Theater";"Holzhofstraße";55116;"Mainz";;"Mainz";"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003817;"FMGO";"de:07315:8011";"Mainz-Gonsenheim";"nur DPN";"DB Station und Service AG";3902;;1.3127259507310065;"Mainz-Gonsenheim, Am Hemel, 55124 Mainz, Germany";49.99775425;8.214121013713479;;"Mainz-Gonsenheim";"Am Hemel";55124;;"Gonsenheim";;"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003818;"FMG";"de:06433:6901";"Mainz-Gustavsburg";"RV";"DB Station und Service AG";3903;;3.5296178348205003;"Mainz-Gustavsburg, Hafenstraße, 65462 Ginsheim-Gustavsburg, Germany";49.9942958;8.3141633;;"Mainz-Gustavsburg";"Hafenstraße";65462;"Ginsheim-Gustavsburg";;"Kreis Groß-Gerau";"Hesse";;"Ginsheim-Gustavsburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003819;"FML";"de:07315:8181";"Mainz-Laubenheim";"RV";"DB Station und Service AG";3905;;0.3302697402832359;"Mainz-Laubenheim, Rheintalstraße, 55130 Mainz, Germany";49.9612339;8.3141874;;"Mainz-Laubenheim";"Rheintalstraße";55130;"Mainz";"Laubenheim";"Mainz";"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003820;"FMMB";"de:07315:8010";"Mainz-Marienborn";"nur DPN";"DB Station und Service AG";3906;;0;"Mainz-Marienborn, Achardstraße, 55127 Mainz, Germany";49.9605228;8.222789521711517;;"Mainz-Marienborn";"Achardstraße";55127;;"Marienborn";;"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003821;"FMM";"de:07315:8195";"Mainz-Mombach";"RV";"DB Station und Service AG";3907;;0;"Mainz-Mombach, Quellwiesstraße, 55120 Mainz, Germany";50.02270455;8.229797114843869;;"Mainz-Mombach";"Quellwiesstraße";55120;;"Mombach";;"Rhineland-Palatinate";;"Mainz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003824;"MMA";"de:09179:6140";"Maisach";"RV";"DB Station und Service AG";3909;;0;"Bahnhofstraße, 82216 Maisach, Germany";48.2141708;11.25578023647542;;"Maisach";"Bahnhofstraße";82216;;;"Landkreis Fürstenfeldbruck";"Bavaria";;"Maisach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003828;"MMAG";"de:09179:6150";"Malching(Oberbay)";"RV";"DB Station und Service AG";3911;;0.29637110537187855;"Malching (Oberbay), Maisach, Bavaria, Germany";48.21545;11.21906;;"Malching (Oberbay)";;;"Maisach";;"Fürstenfeldbruck";"Bavaria";;"Maisach";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8003829;"AMAG";"de:01055:5261";"Bad Malente-Gremsmühlen";"RV";"DB Station und Service AG";3913;;39.579625782453725;"Hindenburgallee 1b, 23714 Malente, Germany";54.1666978;10.5512308;"1b";;"Hindenburgallee";23714;"Malente";;"Ostholstein";"Schleswig-Holstein";"SH";"Malente";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003830;"MMD";"de:09278:3520";"Mallersdorf";"RV";"DB Station und Service AG";3914;;0;"Bahnhofstraße, 84066 Mallersdorf-Pfaffenberg, Germany";48.76818045;12.257062228321747;;"Mallersdorf";"Bahnhofstraße";84066;;"Mallersdorf-Bahnhof";"Landkreis Straubing-Bogen";"Bavaria";;"Mallersdorf-Pfaffenberg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003831;"TMAL";"de:08115:1301";"Malmsheim";"RV";"DB Station und Service AG";3916;;3.4900637458083787;"Malmsheim, 71272 Renningen, Germany";48.771785;8.904491;;"Malmsheim";;71272;"Renningen";;"Böblingen";"Baden-Württemberg";"BW";"Renningen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003832;"RMS";"de:08215:8306";"Malsch";"RV";"DB Station und Service AG";3917;;1.731459126431838;"Bahnhofstraße, 76316 Malsch, Germany";48.889434800000004;8.323184502645821;;"Malsch";"Bahnhofstraße";76316;"Malsch";;"Landkreis Karlsruhe";"Baden-Württemberg";"BW";"Malsch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003833;"RMSU";"de:08215:8301";"Malsch Süd";"RV";"DB Station und Service AG";8025;;3.1910216070640076;"Malsch Süd, Adolf-Kolping-Straße, 76316 Malsch, Germany";48.88740905;8.31571012410686;;"Malsch Süd";"Adolf-Kolping-Straße";76316;;;"Landkreis Karlsruhe";"Baden-Württemberg";"BW";"Malsch";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003834;"TMIN";"de:08115:3197";"Maichingen Nord";"RV";"DB Station und Service AG";8109;;30.52312435281349;"Otto-Hahn-Straße 33, 71069 Sindelfingen, Germany";48.727367;8.978841;"33";;"Otto-Hahn-Straße";71069;"Sindelfingen";;"Böblingen";"Baden-Württemberg";"BW";"Sindelfingen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003836;"FMAN";"de:06635:205076";"Mandern";"RV";"DB RegioNetz Infrastruktur GmbH";;;4.612321345847142;"Mandern, 34537 Bad Wildungen, Germany";51.125566;9.2061;;"Mandern";;34537;"Bad Wildungen";;"Waldeck-Frankenberg";"Hesse";;"Bad Wildungen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003839;"NMDF";"de:09471:20990";"Manndorf";"nur DPN";"DB Station und Service AG";3924;;58.999681682715966;"Obermanndorf 6, 96182 Reckendorf, Germany";50.038433;10.8334;"6";;"Obermanndorf";96182;"Baunach";;"Bamberg";"Bavaria";;"Reckendorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003841;"RMSM,RMR A";"de:08222:2641";"Mannheim ARENA/Maimarkt";"RV";"DB Station und Service AG";8155;;0;"Mannheim ARENA/Maimarkt, Xaver-Fuhr-Straße, 68163 Mannheim, Germany";49.4598924;8.5159082313278;;"Mannheim ARENA/Maimarkt";"Xaver-Fuhr-Straße";68163;"Neuostheim/Neuhermsheim";"Hochstätt";;"Baden-Württemberg";"BW";"Mannheim";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8003842;"RMFS";"de:08222:2334";"Mannheim-Friedrichsfeld Süd";"RV";"DB Station und Service AG";3928;;2.664620281737094;"Mannheim-Friedrichsfeld Süd, Gebweilerstraße, 68229 Mannheim, Germany";49.437965500000004;8.572962083458517;;"Mannheim-Friedrichsfeld Süd";"Gebweilerstraße";68229;"Friedrichsfeld";"Friedrichsfeld";;"Baden-Württemberg";"BW";"Mannheim";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
